JobTitle,BasePay,OvertimePay,OtherPay,Benefits,TotalPay,TotalPayBenefits,Status_Binary
Registered Nurse,129995.47,3447.24,14362.15,46010.35,147804.86,193815.21,0
Registered Nurse,122250.78,7312.77,19226.46,44844.12,148790.01,193634.13,1
Registered Nurse,119222.69,14653.78,20064.16,39625.08,153940.63,193565.71,1
Registered Nurse,117188.3,2397.45,34239.26,39740.58,153825.01,193565.59,1
Registered Nurse,115401.04,11884.49,24505.41,41754.13,151790.94,193545.07,1
Registered Nurse,140269.55,0.0,5457.99,47749.42,145727.54,193476.96,0
Registered Nurse,139849.2,8911.74,4664.5,39958.95,153425.44,193384.39,0
Nurse Practitioner,147420.29,0.0,250.0,45634.58,147670.29,193304.87,1
Registered Nurse,129099.51,5270.72,19537.99,39369.64,153908.22,193277.86,0
Registered Nurse,141482.0,0.0,3843.67,47759.15,145325.67,193084.82,0
Registered Nurse,139582.95,6116.88,6758.66,40594.37,152458.49,193052.86,0
Registered Nurse,129115.0,8205.95,12832.55,42885.55,150153.5,193039.05,0
Registered Nurse,116969.58,11751.54,20502.75,43693.5,149223.87,192917.37,1
Registered Nurse,134145.01,4147.3,8424.95,46090.9,146717.26,192808.16,0
Public Health Nurse,140360.77,0.0,4841.27,47602.76,145202.04,192804.8,0
Registered Nurse,134772.0,0.0,10218.43,47677.31,144990.43,192667.74,0
Registered Nurse,120455.69,6844.41,21656.75,43699.23,148956.85,192656.08,1
Registered Nurse,136112.53,9140.65,10425.03,36940.97,155678.21,192619.18,0
Registered Nurse,120018.23,6414.62,20280.92,45849.74,146713.77,192563.51,0
Registered Nurse,140840.88,2650.04,2096.59,46882.1,145587.51,192469.61,0
Registered Nurse,128135.8,4933.67,12974.58,46346.04,146044.05,192390.09,0
Registered Nurse,132186.98,855.26,11810.05,47342.49,144852.29,192194.78,0
Registered Nurse,138310.0,4123.35,5144.99,44580.26,147578.34,192158.6,0
Registered Nurse,135777.03,0.0,8940.08,47247.41,144717.11,191964.52,0
Registered Nurse,130118.41,14581.89,12214.37,35041.67,156914.67,191956.34,0
Registered Nurse,124585.06,10964.65,21908.78,34459.96,157458.49,191918.45,0
Registered Nurse,141482.0,0.0,2862.56,47524.43,144344.56,191868.99,0
Registered Nurse,137310.0,6351.3,2728.96,45315.87,146390.26,191706.13,0
Nurse Manager,145523.02,0.0,0.0,46168.43,145523.02,191691.45,0
Registered Nurse,120253.93,9003.6,21244.87,41042.2,150502.4,191544.6,1
Registered Nurse,141482.01,0.0,2583.53,47451.36,144065.54,191516.9,0
Registered Nurse,119437.18,7816.11,19327.41,44802.25,146580.7,191382.95,1
Registered Nurse,121956.32,7897.74,20483.15,40878.54,150337.21,191215.75,1
Registered Nurse,117850.54,1793.38,26293.7,45263.96,145937.62,191201.58,1
Public Health Nurse,136930.22,0.0,6878.38,47362.48,143808.6,191171.08,0
Public Health Nurse,129784.09,0.0,13092.21,48262.45,142876.3,191138.75,0
Registered Nurse,138930.53,2437.35,3032.0,46730.46,144399.88,191130.34,0
Registered Nurse,141482.02,0.0,2205.34,47373.12,143687.36,191060.48,0
Registered Nurse,117300.38,11913.72,23041.04,38783.51,152255.14,191038.65,1
Registered Nurse,125240.35,11594.93,10038.16,44066.45,146873.44,190939.89,1
Nurse Manager,140849.09,372.3,8273.94,41413.17,149495.33,190908.5,0
Registered Nurse,133846.2,6778.35,8158.47,41659.38,148783.02,190442.4,0
Registered Nurse,139284.7,1001.99,11855.23,38241.63,152141.92,190383.55,0
Registered Nurse,117018.74,2771.45,25241.82,45338.35,145032.01,190370.36,1
Registered Nurse,141191.54,0.0,2279.55,46836.3,143471.09,190307.39,0
Registered Nurse,137310.01,7933.2,2620.08,42379.96,147863.29,190243.25,0
Registered Nurse,141482.02,0.0,1525.0,47212.25,143007.02,190219.27,0
Registered Nurse,140643.8,0.0,2395.98,47148.33,143039.78,190188.11,0
Registered Nurse,122322.41,5819.77,17387.71,44537.5,145529.89,190067.39,1
Registered Nurse,141482.02,3188.7,2958.26,42122.96,147628.98,189751.94,0
Registered Nurse,129848.31,5038.11,11786.48,43045.45,146672.9,189718.35,0
Nurse Manager,133931.15,0.0,11995.27,43739.04,145926.42,189665.46,0
Registered Nurse,136506.16,0.0,8424.52,44664.83,144930.68,189595.51,0
Registered Nurse,141278.27,0.0,8758.84,39527.84,150037.11,189564.95,0
Registered Nurse,141482.0,814.95,250.0,46940.68,142546.95,189487.63,0
Nurse Practitioner,143068.51,0.0,921.76,45470.42,143990.27,189460.69,1
Registered Nurse,141482.0,814.95,250.0,46903.66,142546.95,189450.61,0
Registered Nurse,133149.99,6354.3,9067.18,40809.51,148571.47,189380.98,0
Registered Nurse,137310.0,748.76,4308.54,46904.91,142367.3,189272.21,0
Registered Nurse,128888.8,4183.11,11935.34,44256.8,145007.25,189264.05,0
Registered Nurse,120366.7,5366.37,18542.49,44971.91,144275.56,189247.47,0
Registered Nurse,129910.56,2637.21,11443.99,45207.64,143991.76,189199.4,1
Registered Nurse,131363.58,8586.08,4077.82,45086.42,144027.48,189113.9,0
Registered Nurse,133150.01,0.0,8914.57,46991.62,142064.58,189056.2,0
Registered Nurse,141482.0,0.0,8674.53,38606.37,150156.53,188762.9,0
Registered Nurse,140504.66,0.0,1275.0,46900.59,141779.66,188680.25,0
Nurse Manager,138971.81,0.0,3542.32,46156.05,142514.13,188670.18,0
Registered Nurse,141482.0,0.0,250.0,46914.17,141732.0,188646.17,0
Public Health Nurse,134407.89,0.0,7317.73,46912.7,141725.62,188638.32,0
Public Health Nurse,137310.06,0.0,4878.04,46414.01,142188.1,188602.11,0
Registered Nurse,124529.05,6722.48,24016.44,33312.26,155267.97,188580.23,1
Registered Nurse,133150.01,0.0,8467.17,46890.26,141617.18,188507.44,0
Public Health Nurse,136690.07,0.0,4878.0,46882.79,141568.07,188450.86,0
Registered Nurse,141482.0,0.0,0.0,46914.17,141482.0,188396.17,0
Registered Nurse,133150.0,0.0,9241.8,45870.0,142391.8,188261.8,0
Registered Nurse,127369.8,10434.8,6493.6,43923.97,144298.2,188222.17,0
Registered Nurse,118193.85,11098.0,22059.23,36836.1,151351.08,188187.18,1
Registered Nurse,119189.49,9003.6,19726.82,40106.76,147919.91,188026.67,1
Registered Nurse,121336.41,9811.49,17565.4,39285.87,148713.3,187999.17,1
Registered Nurse,133150.0,6181.5,2895.46,45586.71,142226.96,187813.67,0
Registered Nurse,129016.78,5634.29,7790.04,45312.21,142441.11,187753.32,0
Registered Nurse,133150.02,0.0,8451.34,46098.9,141601.36,187700.26,0
Registered Nurse,126150.4,4375.97,11986.72,45157.84,142513.09,187670.93,0
Registered Nurse,118345.08,6885.07,18419.42,43954.27,143649.57,187603.84,1
Public Health Nurse,133150.01,0.0,7711.77,46711.4,140861.78,187573.18,0
Registered Nurse,140070.01,0.0,725.0,46758.07,140795.01,187553.08,0
Nurse Practitioner,138438.06,3879.99,1407.91,43762.1,143725.96,187488.06,1
Registered Nurse,129115.0,5389.08,8460.76,44460.12,142964.84,187424.96,0
Registered Nurse,129115.0,7426.89,13427.37,37338.81,149969.26,187308.07,0
Registered Nurse,133150.0,4768.29,6449.09,42888.74,144367.38,187256.12,0
Registered Nurse,114290.25,12388.29,22234.18,38278.55,148912.72,187191.27,1
Registered Nurse,121041.61,6384.86,22216.5,37489.92,149642.97,187132.89,1
Registered Nurse,113820.42,11638.71,19853.3,41820.09,145312.43,187132.52,1
Registered Nurse,113435.59,14003.6,20790.33,38776.64,148229.52,187006.16,1
Registered Nurse,118762.32,2635.76,19853.59,45708.56,141251.67,186960.23,1
Registered Nurse,134648.6,2497.04,4754.11,45041.69,141899.75,186941.44,0
Registered Nurse,141482.04,4170.75,342.32,40909.13,145995.11,186904.24,0
Registered Nurse,119086.51,6988.83,19162.45,41593.49,145237.79,186831.28,1
Public Health Nurse,133150.0,0.0,7089.99,46567.42,140239.99,186807.41,0
Registered Nurse,117968.42,8316.81,21993.69,38467.11,148278.92,186746.03,1
Public Health Nurse,134429.05,0.0,5728.2,46542.06,140157.25,186699.31,0
Nurse Practitioner,142140.02,0.0,250.0,44293.53,142390.02,186683.55,1
Public Health Nurse,133150.02,0.0,6874.59,46514.78,140024.61,186539.39,0
Public Health Nurse,135522.02,0.0,4964.59,45984.59,140486.61,186471.2,0
Public Health Nurse,133150.01,0.0,6798.64,46497.27,139948.65,186445.92,0
Registered Nurse,121583.38,1459.13,20512.51,42518.88,143555.02,186073.9,1
Registered Nurse,112672.51,13211.22,22218.31,37864.47,148102.04,185966.51,1
Registered Nurse,129115.0,7459.95,4374.07,44982.13,140949.02,185931.15,0
Registered Nurse,129115.01,3201.38,7819.09,45790.32,140135.48,185925.8,0
Registered Nurse,133150.01,766.95,7451.78,44344.57,141368.74,185713.31,0
Registered Nurse,132055.15,6988.68,6311.48,40318.16,145355.31,185673.47,0
Registered Nurse,141482.0,0.0,277.17,43770.81,141759.17,185529.98,0
Nurse Practitioner,136357.0,0.0,5152.71,43977.85,141509.71,185487.56,1
Registered Nurse,120777.95,125.73,22304.14,42254.22,143207.82,185462.04,1
Registered Nurse,133148.14,0.0,8840.03,43438.39,141988.17,185426.56,0
Registered Nurse,115718.11,9741.42,17003.87,42900.11,142463.4,185363.51,1
Registered Nurse,115224.33,6673.67,23834.14,39562.9,145732.14,185295.04,1
Registered Nurse,137310.04,0.0,1550.0,46243.18,138860.04,185103.22,0
Registered Nurse,118586.7,4119.15,18253.34,44103.34,140959.19,185062.53,1
Public Health Nurse,132765.79,0.0,6064.29,46199.81,138830.08,185029.89,0
Registered Nurse,118581.07,6816.36,18415.0,41184.86,143812.43,184997.29,1
Registered Nurse,122567.32,2991.98,15603.76,43766.73,141163.06,184929.79,1
Registered Nurse,140954.51,5004.74,7089.15,31859.82,153048.4,184908.22,0
Nurse Practitioner,118093.86,20529.88,7498.69,38747.27,146122.43,184869.7,1
Registered Nurse,133150.01,6259.38,2236.49,43169.85,141645.88,184815.73,0
Registered Nurse,117040.57,12225.69,21098.78,34442.88,150365.04,184807.92,1
Registered Nurse,119327.83,4038.7,17365.59,44068.79,140732.12,184800.91,1
Registered Nurse,121509.0,5397.48,11598.76,46280.53,138505.24,184785.77,0
Registered Nurse,121677.5,8846.47,15583.29,38667.14,146107.26,184774.4,1
Registered Nurse,132058.39,5741.52,8346.29,38617.09,146146.2,184763.29,0
Registered Nurse,118141.6,7094.74,23642.64,35851.78,148878.98,184730.76,1
Registered Nurse,116470.38,10886.11,21136.33,36213.96,148492.82,184706.78,1
Registered Nurse,113610.78,8262.61,20985.43,41821.94,142858.82,184680.76,1
Registered Nurse,133335.5,6348.13,7691.98,37242.79,147375.61,184618.4,0
Public Health Nurse,133150.01,0.0,5261.48,46138.82,138411.49,184550.31,0
Registered Nurse,117134.84,9125.14,16730.39,41516.3,142990.37,184506.67,1
Registered Nurse,114365.58,3722.42,24081.73,42313.92,142169.73,184483.65,1
Registered Nurse,130706.0,6407.34,2715.09,44644.09,139828.43,184472.52,0
Registered Nurse,133150.02,2695.42,3887.67,44601.01,139733.11,184334.12,0
Nurse Practitioner,136584.61,0.0,3942.27,43751.06,140526.88,184277.94,1
Registered Nurse,127085.8,5362.69,11179.95,40610.27,143628.44,184238.71,0
Registered Nurse,127701.99,6402.84,6093.26,44010.7,140198.09,184208.79,1
Registered Nurse,116469.93,6732.18,21021.16,39932.67,144223.27,184155.94,1
Registered Nurse,132063.49,5453.17,3366.21,43250.29,140882.87,184133.16,0
Registered Nurse,111289.17,6717.94,22072.45,44035.98,140079.56,184115.54,1
Registered Nurse,118463.3,9828.97,20613.49,35066.91,148905.76,183972.67,1
Registered Nurse,130952.98,0.0,7156.46,45833.21,138109.44,183942.65,0
Registered Nurse,122538.19,5844.32,12064.31,43419.9,140446.82,183866.72,1
Registered Nurse,130640.96,5689.53,3484.63,44043.82,139815.12,183858.94,1
Registered Nurse,127899.04,4753.99,7326.28,43836.96,139979.31,183816.27,1
Nurse Manager,133906.0,0.0,5177.48,44722.99,139083.48,183806.47,0
Registered Nurse,137310.0,0.0,485.76,45994.87,137795.76,183790.63,0
Registered Nurse,124945.02,3283.59,10137.93,45363.94,138366.54,183730.48,0
Registered Nurse,131187.4,5151.8,4375.87,42966.45,140715.07,183681.52,0
Registered Nurse,116188.95,10018.02,17920.03,39506.93,144127.0,183633.93,1
Registered Nurse,124302.35,11851.4,5094.07,42369.06,141247.82,183616.88,1
Registered Nurse,137310.02,0.0,250.0,45939.62,137560.02,183499.64,0
Registered Nurse,137310.0,0.0,250.0,45939.62,137560.0,183499.62,0
Registered Nurse,137310.0,0.0,250.0,45939.62,137560.0,183499.62,0
Nurse Practitioner,134953.0,1990.49,250.0,46229.67,137193.49,183423.16,0
Registered Nurse,137514.78,0.0,250.0,45615.42,137764.78,183380.2,0
Registered Nurse,113293.56,12346.44,19144.49,38468.71,144784.49,183253.2,1
Registered Nurse,123849.19,5744.83,21253.33,32397.35,150847.35,183244.7,1
Registered Nurse,114355.22,8931.68,18188.91,41748.02,141475.81,183223.83,1
Registered Nurse,132985.02,0.0,4171.89,45857.98,137156.91,183014.89,0
Registered Nurse,127703.84,5245.28,5554.17,44510.33,138503.29,183013.62,0
Nurse Practitioner,137869.65,0.0,1475.0,43582.18,139344.65,182926.83,1
Registered Nurse,137310.01,6958.32,605.93,37951.89,144874.26,182826.15,0
Registered Nurse,125259.85,5412.66,8858.29,43267.39,139530.8,182798.19,0
Public Health Nurse,130774.1,0.0,6703.23,45259.33,137477.33,182736.66,0
Registered Nurse,133150.0,5578.05,4202.0,39766.33,142930.05,182696.38,0
Registered Nurse,115200.02,6765.64,17669.97,43023.05,139635.63,182658.68,1
Registered Nurse,141482.04,0.0,1691.46,39482.22,143173.5,182655.72,0
Registered Nurse,114641.19,6534.4,22370.39,39057.7,143545.98,182603.68,1
Registered Nurse,126760.2,7407.17,5411.04,42951.02,139578.41,182529.43,0
Registered Nurse,118354.4,6698.49,18158.9,39310.51,143211.79,182522.3,1
Registered Nurse,140550.85,0.0,2466.29,39445.26,143017.14,182462.4,0
Registered Nurse,117825.17,10716.63,18788.94,35099.59,147330.74,182430.33,1
Registered Nurse,129115.0,6774.3,3033.45,43368.57,138922.75,182291.32,0
Registered Nurse,115252.33,9481.43,20094.71,37462.75,144828.47,182291.22,1
Registered Nurse,124804.55,5558.98,8633.88,43276.0,138997.41,182273.41,1
Nurse Practitioner,138471.61,0.0,250.0,43435.51,138721.61,182157.12,1
Nurse Manager,125147.59,2502.82,11634.33,42871.23,139284.74,182155.97,0
Registered Nurse,122119.06,6604.08,12238.04,41124.58,140961.18,182085.76,1
Registered Nurse,127686.3,3624.69,6056.31,44516.09,137367.3,181883.39,0
Registered Nurse,125685.41,2606.76,11244.72,42284.33,139536.89,181821.22,1
Registered Nurse,119275.19,5791.25,17315.74,39417.89,142382.18,181800.07,1
Registered Nurse,125381.23,3615.06,6988.48,45557.97,135984.77,181542.74,0
Registered Nurse,118939.97,5733.02,18307.86,38513.8,142980.85,181494.65,1
Registered Nurse,133150.0,7693.05,1618.73,38870.79,142461.78,181332.57,0
Registered Nurse,125364.97,7672.03,5484.88,42797.83,138521.88,181319.71,1
Registered Nurse,133150.01,0.0,9069.72,39052.62,142219.73,181272.35,0
Registered Nurse,129653.0,7251.78,3106.15,41180.41,140010.93,181191.34,0
Registered Nurse,132814.79,629.67,3874.66,43634.16,137319.12,180953.28,0
Registered Nurse,116246.88,5997.64,20206.89,38494.57,142451.41,180945.98,1
Registered Nurse,129207.11,5135.05,2959.66,43636.9,137301.82,180938.72,1
Registered Nurse,126419.83,1443.0,8280.15,44788.18,136142.98,180931.16,0
Registered Nurse,112582.9,21830.84,5475.45,41008.75,139889.19,180897.94,1
Registered Nurse,119504.33,6086.16,12390.01,42895.99,137980.5,180876.49,1
Registered Nurse,133150.0,191.74,2105.66,45400.13,135447.4,180847.53,0
Registered Nurse,117869.75,4074.33,15359.82,43430.55,137303.9,180734.45,0
Registered Nurse,132613.6,7768.76,7910.08,32428.81,148292.44,180721.25,0
Registered Nurse,132191.39,0.0,3170.9,45321.97,135362.29,180684.26,0
Registered Nurse,114658.63,7484.96,17251.38,41282.14,139394.97,180677.11,1
Registered Nurse,118497.86,2322.0,16284.15,43532.5,137104.01,180636.51,1
Registered Nurse,127614.61,3570.51,5478.18,43964.26,136663.3,180627.56,1
Registered Nurse,113746.56,5637.86,19882.77,41280.89,139267.19,180548.08,1
Registered Nurse,116643.38,9409.59,18686.56,35790.05,144739.53,180529.58,1
Registered Nurse,119489.93,9301.65,9755.09,41913.66,138546.67,180460.33,1
Registered Nurse,120027.55,5160.72,10098.82,44996.9,135287.09,180283.99,0
Registered Nurse,126099.24,11261.46,6679.62,36140.92,144040.32,180181.24,1
Nurse Practitioner,136806.73,0.0,283.09,42975.19,137089.82,180065.01,1
Special Nurse,147017.85,2770.76,28414.96,1782.04,178203.57,179985.61,0
Registered Nurse,118951.9,9216.54,9598.18,42209.77,137766.62,179976.39,1
Registered Nurse,111404.02,10185.32,17032.21,41315.98,138621.55,179937.53,1
Registered Nurse,118478.33,8172.42,17236.36,36039.26,143887.11,179926.37,1
Registered Nurse,122284.12,0.0,11723.27,45901.17,134007.39,179908.56,0
Registered Nurse,133150.03,2058.83,250.0,44404.8,135458.86,179863.66,0
Nurse Practitioner,134801.01,0.0,2253.64,42800.35,137054.65,179855.0,1
Registered Nurse,133150.04,0.0,1425.0,45242.53,134575.04,179817.57,0
Registered Nurse,113768.26,8796.81,18219.43,39010.08,140784.5,179794.58,1
Registered Nurse,134404.51,47.99,302.73,44979.19,134755.23,179734.42,0
Registered Nurse,133150.0,0.0,1350.0,45223.44,134500.0,179723.44,0
Public Health Nurse,129115.04,0.0,5379.71,45224.88,134494.75,179719.63,0
Registered Nurse,124603.89,7818.59,6864.9,40431.8,139287.38,179719.18,0
Registered Nurse,111512.02,8977.3,17507.74,41707.68,137997.06,179704.74,1
Registered Nurse,113256.42,12710.01,17346.18,36383.61,143312.61,179696.22,1
Clinical Nurse Specialist,131152.0,2064.45,491.64,45895.25,133708.09,179603.34,0
Registered Nurse,119838.27,11267.77,9852.88,38616.24,140958.92,179575.16,1
Registered Nurse,113185.72,14074.96,18356.5,33952.8,145617.18,179569.98,1
Registered Nurse,114620.84,7018.68,16357.14,41563.61,137996.66,179560.27,1
Registered Nurse,130365.94,649.33,4548.49,43995.66,135563.76,179559.42,0
Registered Nurse,125732.35,5782.51,5062.74,42857.17,136577.6,179434.77,1
Registered Nurse,125971.78,5149.2,5998.54,42296.33,137119.52,179415.85,1
Registered Nurse,113241.23,10885.32,18363.8,36908.37,142490.35,179398.72,1
Registered Nurse,129082.49,6774.3,3925.53,39554.21,139782.32,179336.53,0
Registered Nurse,125360.86,5881.1,5908.73,42183.99,137150.69,179334.68,1
Registered Nurse,116758.46,124.45,18939.44,43509.33,135822.35,179331.68,1
Registered Nurse,112139.36,8485.47,15405.38,43207.41,136030.21,179237.62,1
Registered Nurse,135145.0,2454.3,1462.19,40160.01,139061.49,179221.5,0
Special Nurse,147329.55,26418.52,5455.22,0.0,179203.29,179203.29,1
Registered Nurse,117768.87,7387.42,12768.21,41243.72,137924.5,179168.22,1
Nurse Practitioner,121009.5,13409.87,3740.32,40980.59,138159.69,179140.28,1
Registered Nurse,133150.0,766.95,250.0,44967.65,134166.95,179134.6,0
Registered Nurse,133150.0,766.95,250.0,44967.65,134166.95,179134.6,0
Public Health Nurse,129177.89,0.0,5489.87,44406.8,134667.76,179074.56,0
Registered Nurse,132830.46,0.0,1104.94,45059.13,133935.4,178994.53,0
Registered Nurse,127455.94,7238.43,3958.44,40247.81,138652.81,178900.62,0
Registered Nurse,117241.29,9966.47,12849.59,38812.05,140057.35,178869.4,1
Registered Nurse,122696.36,5289.08,8226.7,42601.44,136212.14,178813.58,1
Registered Nurse,125681.46,6428.67,5643.16,40965.52,137753.29,178718.81,1
Registered Nurse,126395.18,2934.32,6073.09,43311.65,135402.59,178714.24,1
Registered Nurse,109252.55,6490.58,21389.96,41526.62,137133.09,178659.71,1
Registered Nurse,115522.49,7557.92,19840.12,35723.38,142920.53,178643.91,1
Registered Nurse,133150.03,0.0,250.0,45238.33,133400.03,178638.36,0
Registered Nurse,114346.57,7916.64,19487.15,36821.6,141750.36,178571.96,1
Registered Nurse,133243.08,0.0,250.0,44999.36,133493.08,178492.44,0
Registered Nurse,133150.05,0.0,345.87,44995.12,133495.92,178491.04,0
Registered Nurse,131909.06,0.0,4017.93,42563.17,135926.99,178490.16,0
Registered Nurse,133150.02,0.0,250.0,44967.67,133400.02,178367.69,0
Registered Nurse,133150.03,0.0,250.0,44967.66,133400.03,178367.69,0
Registered Nurse,133150.02,0.0,250.0,44967.65,133400.02,178367.67,0
Registered Nurse,133150.0,0.0,250.0,44967.65,133400.0,178367.65,0
Registered Nurse,133150.0,0.0,250.0,44967.65,133400.0,178367.65,0
Registered Nurse,114658.63,7349.11,18076.35,38256.11,140084.09,178340.2,1
Nurse Practitioner,131966.7,0.0,2502.65,43840.57,134469.35,178309.92,1
Registered Nurse,133546.69,0.0,5442.9,39315.73,138989.59,178305.32,0
Registered Nurse,117675.3,15688.33,4892.98,39995.89,138256.61,178252.5,1
Registered Nurse,112545.49,8286.44,19587.16,37804.01,140419.09,178223.1,1
Registered Nurse,130450.2,0.0,6819.89,40909.01,137270.09,178179.1,0
Registered Nurse,135641.4,766.95,250.0,41513.01,136658.35,178171.36,0
Registered Nurse,111089.05,7326.68,17817.92,41903.26,136233.65,178136.91,1
Registered Nurse,113956.15,10375.77,19058.65,34706.95,143390.57,178097.52,1
Registered Nurse,107143.39,11439.25,17287.55,42192.69,135870.19,178062.88,1
Registered Nurse,124051.78,3760.09,6469.67,43698.74,134281.54,177980.28,0
Registered Nurse,117724.29,7112.87,10426.05,42616.64,135263.21,177879.85,0
